City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,kavaratti,10.5669,72.642,83.84,67,77,3.94,IN,1681190779
267,jadu,31.953,12.0261,47.48,55,0,5.1,LY,1681190780
268,pizarro,4.9533,-77.366,77.47,91,96,5.61,CO,1681190780
269,rio gallegos,-51.6226,-69.2181,39.25,70,0,17.27,AR,1681190507
270,wagga wagga,-35.1167,147.3667,67.6,44,11,3.02,AU,1681190205
271,karratha,-20.7377,116.8463,92.57,24,82,4.63,AU,1681190205
272,mayo,38.8876,-76.5119,53.55,56,0,6.91,US,1681190781
273,gongzhuling,43.5008,124.8198,40.37,21,35,27.29,CN,1681190781
274,lasa,46.6166,10.7002,45.48,68,100,1.34,IT,1681190781
275,laguna,38.421,-121.4238,63.39,80,0,14.97,US,1681190782
276,castro,-24.7911,-50.0119,55.51,97,4,4.03,BR,1681190782
277,pochutla,15.7432,-96.4661,79.83,64,5,2.82,MX,1681190782
278,manavalakurichi,8.1333,77.3,90.25,55,48,7.14,IN,1681190782
279,waingapu,-9.6567,120.2641,84.33,76,94,14.45,ID,1681190194
280,saldanha,-33.0117,17.9442,44.65,79,39,8.28,ZA,1681190783
281,pangnirtung,66.1451,-65.7125,4.05,59,0,7.54,CA,1681190783
282,goderich,43.7501,-81.7165,46.9,77,87,12.03,CA,1681190107
283,sikasso,10.9167,-7.0,81.82,46,80,3.83,ML,1681190783
284,evensk,61.95,159.2333,24.64,57,100,22.35,RU,1681190784
285,nouadhibou,20.931,-17.0347,62.58,94,75,10.36,MR,1681190784
286,clarksburg,39.2807,-80.3445,49.3,60,0,0.0,US,1681190784
287,rawah,34.4816,41.9093,69.96,55,100,4.81,IQ,1681190785
288,pisco,-13.7,-76.2167,72.01,88,56,9.22,PE,1681190785
289,umm lajj,25.0213,37.2685,80.51,71,19,13.76,SA,1681190785
290,tepalcatepec,19.1833,-102.85,78.08,48,96,3.6,MX,1681190785
291,campbell river,50.0163,-125.2446,45.93,90,100,2.55,CA,1681190785
292,la romana,18.4273,-68.9728,73.02,92,0,6.17,DO,1681190786
293,gimbi,9.1667,35.8333,66.65,52,55,2.93,ET,1681190786
294,warrnambool,-38.3833,142.4833,63.34,62,100,4.99,AU,1681190786
295,villazon,-22.0866,-65.5942,47.7,73,99,6.76,BO,1681190787
296,chapais,49.7834,-74.8492,35.38,95,100,6.04,CA,1681190787
297,race,46.4519,15.6814,46.2,93,88,1.14,SI,1681190787
298,fresno,36.6666,-119.8343,73.63,56,0,9.22,US,1681190535
299,moron,-34.6534,-58.6198,69.55,90,34,6.73,AR,1681190788
300,putina,-15.4667,-69.4333,41.14,83,57,7.99,PE,1681190788
301,dehloran,32.6941,47.2679,80.76,22,68,11.99,IR,1681190788
302,leh,34.1667,77.5833,29.05,47,0,2.73,IN,1681190788
303,banfora,10.6333,-4.7667,81.97,51,81,3.85,BF,1681190789
304,los llanos de aridane,28.6585,-17.9182,65.95,35,0,12.66,ES,1681190789
305,deputatskiy,69.3,139.9,4.91,72,1,1.83,RU,1681190210
306,talcahuano,-36.7167,-73.1167,58.68,100,100,4.61,CL,1681190789
307,yamada,39.4667,141.95,65.95,44,100,10.85,JP,1681190790
308,palmer,42.1584,-72.3287,49.39,57,0,0.0,US,1681190790
309,puerto del rosario,28.5004,-13.8627,64.15,88,40,14.97,ES,1681190790
310,sao raimundo das mangabeiras,-7.0219,-45.4811,74.26,89,100,2.8,BR,1681190790
311,clonakilty,51.6231,-8.8706,42.01,85,99,14.38,IE,1681190791
312,huarmey,-10.0681,-78.1522,76.48,83,85,7.56,PE,1681190197
313,telemaco borba,-24.3239,-50.6156,58.57,98,33,1.63,BR,1681190791
314,cartagena,10.3997,-75.5144,80.22,83,40,9.22,CO,1681190204
315,waipawa,-41.4122,175.5153,60.28,68,80,7.54,NZ,1681190791
316,kidal,18.4411,1.4078,80.08,15,99,14.32,ML,1681190792
317,formosa do rio preto,-11.0483,-45.1931,69.28,92,36,1.05,BR,1681190792
318,naqadeh,36.9553,45.388,60.87,39,99,4.99,IR,1681190792
319,gidole,5.65,37.3667,63.36,60,99,2.26,ET,1681190792
320,oranjemund,-28.55,16.4333,55.15,76,60,9.62,NA,1681190792
321,moindou,-21.6924,165.677,80.82,73,45,4.61,NC,1681190792
322,manadhoo,5.7667,73.3833,84.06,71,27,11.86,MV,1681190793
323,huicheng,23.0385,116.2899,79.03,64,77,8.05,CN,1681190793
324,chapleau,47.8405,-83.4034,41.13,91,100,12.48,CA,1681190793
325,saint george,37.1041,-113.5841,68.59,31,0,3.44,US,1681190663
326,ulaangom,49.9811,92.0667,24.26,47,100,5.57,MN,1681190793
327,neiafu,-18.65,-173.9833,81.28,83,20,13.8,TO,1681190794
328,kualakapuas,-3.0091,114.3876,92.68,47,43,6.26,ID,1681190794
329,abu samrah,35.3029,37.1841,60.96,77,50,14.27,SY,1681190794
330,sabang,5.8933,95.3214,83.91,71,33,11.63,ID,1681190794
331,tutoia,-2.7619,-42.2744,75.04,91,100,4.0,BR,1681190794
332,angoche,-16.2325,39.9086,78.13,84,12,2.33,MZ,1681190795
333,qaqortoq,60.7167,-46.0333,33.06,72,100,6.31,GL,1681190795
334,sabha,27.0377,14.4283,54.77,27,42,3.67,LY,1681190795
335,belaya gora,68.5333,146.4167,8.92,72,100,4.83,RU,1681190795
336,buenavista,8.9769,125.4089,82.18,65,94,11.92,PH,1681190795
337,batagay,67.6333,134.6333,11.98,68,24,4.14,RU,1681190795
338,suoyarvi,62.0833,32.35,34.02,97,99,1.83,RU,1681190796
339,igarka,67.4667,86.5833,-2.52,89,68,10.69,RU,1681190796
340,vanatori-neamt,47.2,26.3167,46.98,85,100,6.89,RO,1681190796
341,kathmandu,27.7167,85.3167,79.02,34,20,4.0,NP,1681190796
342,panaba,21.2833,-88.2667,72.23,87,80,5.61,MX,1681190199
343,toccoa,34.5773,-83.3324,47.77,74,0,0.0,US,1681190541
344,ekhabi,53.5102,142.9671,33.1,47,4,5.77,RU,1681190797
345,pervomayskiy,53.2485,40.2871,48.2,51,6,3.98,RU,1681190797
346,aksu,41.1231,80.2644,65.01,18,91,4.85,CN,1681190653
347,nago,26.5881,127.9761,77.43,63,17,2.24,JP,1681190797
348,yugo-kamskiy,57.7053,55.5894,35.62,51,29,5.01,RU,1681190797
349,krasnovka,48.8177,40.0923,50.02,53,100,15.08,RU,1681190798
350,oistins,13.0667,-59.5333,78.89,69,40,18.41,BB,1681190798
351,visby,57.6409,18.296,41.83,87,0,14.97,SE,1681190798
352,luderitz,-26.6481,15.1594,59.36,42,35,7.0,NA,1681190798
353,rudiskes,54.5167,24.8333,48.02,83,46,5.39,LT,1681190798
354,biak,-0.9131,122.8766,83.7,72,26,2.21,ID,1681190799
355,haapiti,-17.5667,-149.8667,82.13,75,98,7.85,PF,1681190799
356,bahadurgarh,28.6833,76.9167,87.91,11,61,6.87,IN,1681190799
357,kichera,55.9375,110.0997,20.46,70,14,6.35,RU,1681190799
358,musoma,-1.5,33.8,69.3,79,99,6.2,TZ,1681190799
359,rivne,50.6231,26.2274,42.31,86,51,5.84,UA,1681190800
360,half moon bay,37.4636,-122.4286,57.9,90,100,9.22,US,1681190513
361,ust-kulom,61.6864,53.6902,33.51,91,100,10.31,RU,1681190800
362,lakes entrance,-37.8811,147.981,64.17,70,85,6.17,AU,1681190800
363,nara,34.6851,135.8049,75.49,30,4,7.49,JP,1681190800
364,bacolod,10.6667,122.95,79.07,66,100,4.18,PH,1681190692
365,alofi,-19.0595,-169.9187,78.69,78,2,8.05,NU,1681190801
366,san policarpo,12.1791,125.5072,74.89,92,100,14.27,PH,1681190801
367,magadan,59.5667,150.8,29.19,52,83,9.89,RU,1681190801
368,serebryansk,49.6925,83.2892,35.35,96,95,4.81,KZ,1681190801
369,langham,52.3668,-106.9679,39.04,83,99,6.85,CA,1681190802
370,carbonia,39.1672,8.5222,44.01,86,32,2.24,IT,1681190802
371,havre-saint-pierre,50.2334,-63.5986,34.16,86,100,6.91,CA,1681190802
372,allapalli,19.4167,80.0667,104.36,18,1,1.39,IN,1681190802
373,grand falls,47.0461,-67.7418,44.44,96,37,6.73,CA,1681190802
374,luwuk,-0.9516,122.7875,85.5,75,33,0.31,ID,1681190802
375,la ronge,55.1001,-105.2842,41.25,42,75,5.75,CA,1681190803
376,bull savanna,17.8868,-77.5902,72.57,82,4,2.57,JM,1681190803
377,grand gaube,-20.0064,57.6608,80.38,78,100,1.01,MU,1681190803
378,rundu,-17.9333,19.7667,62.2,85,99,4.5,NA,1681190803
379,moranbah,-22.0016,148.0466,87.85,18,1,1.05,AU,1681190804
380,kapoeta,4.7717,33.5903,82.71,42,79,14.47,SS,1681190717
381,hoquiam,46.9809,-123.8893,45.0,90,100,5.75,US,1681190804
382,ostersund,63.1792,14.6357,35.62,80,0,14.97,SE,1681190804
383,ola,59.5833,151.2833,27.97,56,100,18.3,RU,1681190804
384,buncrana,55.1333,-7.45,40.77,76,14,10.87,IE,1681190805
385,nyazepetrovsk,56.0531,59.6028,33.48,44,28,7.31,RU,1681190805
386,omboue,-1.5746,9.2618,77.74,88,100,2.53,GA,1681190805
387,forio,40.7342,13.8646,53.33,68,1,4.0,IT,1681190805
388,college,64.8569,-147.8028,11.59,54,75,0.0,US,1681190805
389,vieux-habitants,16.0589,-61.7659,71.17,80,1,10.33,GP,1681190805
390,narsaq,60.9167,-46.05,44.82,64,98,9.08,GL,1681190805
391,cururupu,-1.8283,-44.8683,73.18,98,91,1.95,BR,1681190806
392,bodden town,19.2833,-81.25,79.93,83,6,7.18,KY,1681190806
393,camopi,3.1655,-52.3158,71.13,100,79,2.21,GF,1681190806
394,kutum,14.2,24.6667,76.42,15,93,2.64,SD,1681190806
395,coahuayana,18.7333,-103.6833,72.43,78,85,2.68,MX,1681190806
396,bara,10.3744,10.7288,82.56,21,100,0.6,NG,1681190807
397,pitimbu,-7.4706,-34.8086,75.79,77,100,8.93,BR,1681190807
398,vermilion,40.1667,-87.7506,57.56,43,0,0.0,US,1681190600
399,menongue,-14.6585,17.691,61.39,89,100,2.57,AO,1681190807
400,touros,-5.1989,-35.4608,76.82,84,88,9.15,BR,1681190807
401,batagay-alyta,67.8006,130.4114,4.78,81,79,3.44,RU,1681190807
402,nokaneng,-19.6667,22.2667,64.31,81,22,2.37,BW,1681190808
403,tiznit,29.5833,-9.5,67.96,15,14,5.82,MA,1681190808
404,dauriya,49.9333,116.8667,26.67,61,100,28.79,RU,1681190808
405,marsh harbour,26.5412,-77.0636,72.68,74,100,29.89,BS,1681190808
406,zarubino,42.63,131.0922,47.53,77,85,7.4,RU,1681190808
407,chifeng,42.2683,118.9636,43.07,9,0,29.77,CN,1681190808
408,bida,9.0833,6.0167,81.18,71,46,3.56,NG,1681190808
409,gao,16.6362,1.637,78.62,16,58,12.1,ML,1681190556
410,lohardaga,23.4333,84.6833,91.54,9,1,9.69,IN,1681190809
411,ratnagiri,16.9833,73.3,91.04,46,0,6.91,IN,1681190809
412,san borja,-14.8167,-66.85,71.49,92,44,3.06,BO,1681190809
413,tieli,46.95,128.05,46.51,48,98,9.08,CN,1681190809
414,opuwo,-18.0607,13.84,65.17,46,15,2.59,NA,1681190809
415,ciudad bolivar,8.1222,-63.5497,80.37,66,94,12.97,VE,1681190809
416,maceio,-9.6658,-35.7353,74.64,94,20,3.44,BR,1681190623
417,catacamas,14.8,-85.9,70.14,87,59,2.64,HN,1681190618
418,formosa,-26.1775,-58.1781,74.97,81,0,5.75,AR,1681190810
419,da nang,16.0678,108.2208,85.98,70,40,9.22,VN,1681190810
420,kulhudhuffushi,6.6221,73.07,83.97,73,59,13.94,MV,1681190810
421,sal rei,16.1833,-22.9167,70.81,66,61,12.12,CV,1681190810
422,verkh-usugli,52.7,115.1667,27.66,52,100,15.48,RU,1681190811
423,hay river,60.8156,-115.7999,33.78,93,100,9.22,CA,1681190811
424,saint-francois,46.4154,3.9054,49.44,87,100,4.61,FR,1681190811
425,taree,-31.9,152.4667,72.21,40,0,7.02,AU,1681190811
426,adrar,20.5022,-10.0711,74.8,35,65,9.17,MR,1681190811
427,urusha,54.05,122.9,36.34,66,98,7.76,RU,1681190811
428,groningen,53.25,6.75,46.47,88,100,10.36,NL,1681190699
429,yarmouth,41.7057,-70.2286,46.45,81,0,9.22,US,1681190212
430,goure,13.9835,10.2704,77.4,18,58,10.22,NE,1681190530
431,codrington,-38.2667,141.9667,66.2,51,100,7.61,AU,1681190812
432,lazaro cardenas,17.9583,-102.2,77.45,75,46,5.46,MX,1681190812
433,esperance,-33.8667,121.9,68.05,62,69,20.58,AU,1681190812
434,fairbanks,64.8378,-147.7164,11.61,56,40,0.0,US,1681190753
435,ternate,0.8,127.4,85.3,69,48,6.6,ID,1681190813
436,saint-georges,12.0564,-61.7485,78.48,83,20,23.02,GD,1681190813
437,tromso,69.6496,18.957,31.37,93,0,2.3,NO,1681190615
438,poplar bluff,36.757,-90.3929,56.34,78,0,1.01,US,1681190813
439,vila,42.0304,-8.1588,43.68,99,62,2.51,PT,1681190813
440,salalah,17.0151,54.0924,86.09,66,23,8.05,OM,1681190814
441,shenkursk,62.1091,42.896,32.58,94,43,5.03,RU,1681190814
442,ribeira do pombal,-10.8344,-38.5358,69.4,96,39,2.77,BR,1681190766
443,hualmay,-11.0964,-77.6139,75.31,81,72,7.7,PE,1681190814
444,hofn,64.2539,-15.2082,36.97,96,100,6.35,IS,1681190814
445,searcy,35.2506,-91.7363,56.14,83,0,0.0,US,1681190815
446,kloulklubed,7.0419,134.2556,84.7,78,91,14.52,PW,1681190815
447,mehamn,71.0357,27.8492,37.35,93,75,13.8,NO,1681190815
448,san carlos de bariloche,-41.1456,-71.3082,47.95,93,100,6.91,AR,1681190815
449,mildura,-34.2,142.15,68.07,49,100,6.42,AU,1681190815
450,tocopilla,-22.092,-70.1979,69.98,77,11,2.59,CL,1681190815
451,veraval,20.9,70.3667,86.65,40,49,12.48,IN,1681190816
452,kendari,-3.945,122.4989,86.95,63,85,6.69,ID,1681190816
453,san luis,-33.295,-66.3356,68.29,59,100,10.36,AR,1681190816
454,kiama,-34.6833,150.8667,72.37,54,12,16.78,AU,1681190816
455,ouanaminthe,19.55,-71.7333,73.45,90,97,3.27,HT,1681190816
456,alvorada,-12.48,-49.1247,72.39,94,42,1.74,BR,1681190816
457,amursk,50.2261,136.8994,48.74,61,93,11.48,RU,1681190817
458,pandan,14.0453,124.1694,77.2,89,100,19.51,PH,1681190817
459,weston,26.1004,-80.3998,73.99,78,100,13.8,US,1681190817
460,lulea,65.5842,22.1547,26.67,93,40,3.44,SE,1681190817
461,wejherowo,54.6057,18.2356,49.37,83,95,9.71,PL,1681190817
462,volodarskiy,46.4013,48.5409,60.75,43,90,16.55,RU,1681190818
463,gandhinagar,23.2167,72.6833,91.38,35,94,4.61,IN,1681190818
464,sinegorye,62.0788,150.477,12.31,80,100,10.65,RU,1681190818
465,elko,41.0002,-115.5012,59.02,52,3,1.01,US,1681190818
466,egvekinot,66.3167,-179.1667,-4.94,85,7,3.18,RU,1681190818
467,altar,30.7,-111.8167,73.06,23,0,3.47,MX,1681190818
468,clyde river,70.4692,-68.5914,-9.17,70,0,10.36,CA,1681190818
469,kalcheva,45.7374,28.8141,49.39,76,100,19.48,UA,1681190819
470,turayf,31.6725,38.6637,59.25,82,40,6.91,SA,1681190819
471,katherine,-14.4667,132.2667,88.12,58,75,11.5,AU,1681190819
472,srednekolymsk,67.45,153.6833,9.54,78,91,9.98,RU,1681190819
473,hambantota,6.1241,81.1185,88.14,74,20,10.36,LK,1681190819
474,tezu,27.9167,96.1667,92.05,22,3,4.99,IN,1681190819
475,boguchany,58.3814,97.4531,40.08,77,100,14.36,RU,1681190819
476,kortkeros,61.8106,51.5806,37.4,92,100,8.68,RU,1681190820
477,sao joao da barra,-21.6403,-41.0511,70.54,80,11,5.32,BR,1681190565
478,tambovka,50.0969,128.0489,40.3,48,100,6.02,RU,1681190820
479,mitsamiouli,-11.3847,43.2844,82.33,75,9,7.02,KM,1681190820
480,kailua,21.4022,-157.7394,76.98,81,72,5.01,US,1681190820
481,sangar,63.9242,127.4739,22.86,82,100,4.14,RU,1681190820
482,norman wells,65.282,-126.8329,24.84,63,75,13.8,CA,1681190821
483,iglesias,39.3114,8.535,42.78,86,33,0.72,IT,1681190821
484,poum,-20.2333,164.0167,81.3,70,2,3.47,NC,1681190821
485,bud,39.447,-86.1758,55.94,71,73,2.86,US,1681190821
486,khandyga,62.6667,135.6,19.56,71,94,7.0,RU,1681190821
487,sambava,-14.2667,50.1667,76.53,86,20,4.25,MG,1681190821
488,rawson,-43.3002,-65.1023,56.53,59,100,12.86,AR,1681190822
489,serenje,-13.2325,30.2352,62.71,94,69,1.77,ZM,1681190822
490,buritama,-21.0661,-50.1472,68.54,82,85,5.37,BR,1681190822
491,antofagasta,-23.65,-70.4,65.48,83,20,5.28,CL,1681190823
492,nalut,30.3333,10.85,58.28,32,0,6.49,LY,1681190823
493,gornyy,55.1153,83.9059,27.45,55,76,18.88,RU,1681190823
494,isangel,-19.55,169.2667,84.43,70,99,4.9,VU,1681190567
495,tirumullaivasal,11.2333,79.8333,88.5,54,63,8.12,IN,1681190824
496,nipawin,53.3668,-104.0009,39.24,65,100,10.36,CA,1681190824
497,stepnyak,52.8339,70.7803,34.27,42,68,9.73,KZ,1681190825
498,fortuna,40.5982,-124.1573,50.94,95,100,1.99,US,1681190547
499,meresti,46.2333,25.45,39.6,80,100,3.51,RO,1681190825
500,maldonado,-34.6667,-54.9167,65.14,94,41,6.33,UY,1681190825
501,dafeng,23.4517,108.5881,72.81,96,100,3.24,CN,1681190826
502,rio grande,-32.035,-52.0986,71.02,88,91,4.7,BR,1681190826
503,palmas,-10.2128,-48.3603,73.27,94,75,4.61,BR,1681190826
504,atar,20.5169,-13.0499,78.55,34,37,11.92,MR,1681190827
505,gisborne,-38.6533,178.0042,68.32,62,18,8.43,NZ,1681190827
506,dhankuta,26.9833,87.3333,81.27,14,0,7.09,NP,1681190827
507,chervone,49.9564,28.8645,44.1,81,83,8.01,UA,1681190827
508,wattegama,6.7989,81.4808,90.05,45,84,7.63,LK,1681190827
509,yenagoa,4.9247,6.2642,76.53,92,99,4.54,NG,1681190828
510,xichang,27.8964,102.2634,79.0,27,5,4.61,CN,1681190828
511,balad,34.0164,44.1453,80.15,19,88,13.31,IQ,1681190828
512,lamu,-2.2717,40.902,82.62,73,27,5.91,KE,1681190828
513,atikokan,48.7555,-91.6216,40.57,91,100,10.27,CA,1681190829
514,benghazi,32.1167,20.0667,58.01,69,16,24.99,LY,1681190829
515,tabas,33.5959,56.9244,80.46,14,4,3.38,IR,1681190829
516,awbari,26.5921,12.7805,54.81,26,49,2.8,LY,1681190829
517,stornoway,58.2093,-6.3865,38.93,91,40,10.36,GB,1681190829
518,lujiang,31.2581,117.2817,79.63,53,99,12.24,CN,1681190829
519,arlit,18.7369,7.3853,78.26,20,61,11.05,NE,1681190830
520,morden,49.1919,-98.1014,43.23,70,100,11.5,CA,1681190830
521,singaparna,-7.3515,108.111,85.86,59,62,4.41,ID,1681190830
522,harper,4.375,-7.7169,79.23,83,100,4.59,LR,1681190830
523,cabreuva,-23.3075,-47.1328,62.87,94,3,6.42,BR,1681190830
524,acapulco,16.8634,-99.8901,80.42,78,0,4.61,MX,1681190541
525,fujin,47.26,132.0322,55.06,63,99,15.97,CN,1681190831
526,jalu,29.0331,21.5482,54.12,71,0,8.79,LY,1681190831
527,chumikan,54.7183,135.315,25.43,92,100,15.88,RU,1681190831
528,bhadrachalam,17.6667,80.8833,101.32,24,6,2.15,IN,1681190831
529,tukrah,32.5341,20.5791,55.89,75,52,21.97,LY,1681190832
530,tombouctou,20.0,-3.0,75.58,14,100,13.22,ML,1681190832
531,lashio,22.9333,97.75,95.61,15,0,3.96,MM,1681190832
532,tilichiki,60.4667,166.1,10.38,92,100,12.93,RU,1681190832
